,review,rating
24740,"""I was reluctant to take Viagra because of some of the reviews regarding health problems after taking Viagra, but I tried it once. I took the Viagra at 5.30 pm. I felt nothing till 6.15 pm, At 6.15 pm, I felt some heat in my body, with slight fullness in my head. At 6.40 pm, I met my girl friend and I took her to room, I felt somewhat difference in body, I felt erection for long time (previously without Viagra, when I tried putting condom, I lost the erection), but now after taking Viagra, I can hold the erection after condom and can do good sex too. I did sex twice on that session. But one thing I have noticed is that time to ejaculate is same with and without taking Viagra, only difference I felt is that I can hold the erection.""",10
102866,"""My experience in taking this product is very helpful for the nerves in legs""",10
145265,"""My life has changed in so many positivecways since trying Setraline three months ago. The side effects were hard but only lasted the first 3 weeks or so. I felt tired But couldn&#039;t sleep, upset stomach, feeling out of it, clenching my jaw at night, weight loss due to no appetite. But after the first month all of that went away. I then felt happy everyday. My mood evened out. I don&#039;t feel upset over things or have anxiety. I&#039;ve become more outgoing. I wish I would have tried this year&#039;s ago. Just try not to miss any pills. I take mine in the morning. At first I read so many bad reviews I almost gave up on it but I&#039;m so glad I didn&#039;t.""",10
84085,"""I&#039;ve never had any issues with taking this medication.""",10
32436,"""I was given Toradal (iv form) in the hospital. I was in agony after experiencing severe complications (nerve damage, bleeding, infection) from two back to back knee surgeries. Morphine couldn&#039;t touch the pain. Toradal was my miracle.""",10
69081,"""It helped control the crying to where I was able to control it. I also am able to think clearer, not so many confusing moods""",10
52302,"""I really am that guy who has a VERY strong addictive personality. I try something... BOOM... I am addicted. I was a 2-3 pack a day smoker and honestly thought i would never quit after 18 years of smoking. Then I decided to drop take Chantix and BAM! I was smoke free after one week. I am now 6 months free from the chains of those little cancer sticks.""",10
29440,"""So I took this on Febuary 21 after the condom broke unfortunately! I am not ready for kids at all I just started college and I immediately took this maybe 45 minutes later, I had absolutely no side effects so I thought maybe it wouldn&#039;t work for me but sure enough I started my period on 3/2 one day late but I did!!""",10
80250,"""I&#039;m adult using this Amazing Cream, skin folds, under breasts, between legs etc. wherever moisture is not exposed to air. OVER night notice of improvement with VUSION. Used OTHER &quot;antifungals&quot; and made my condition MUCH worse. VUSION is the BEST product on the market. """,10
114468,"""I&#039;ve been on Methadone 60mg for 10 years following an accident that broke my neck, shoulder and caused neuropathy. I use to beg for anything else,  but unfortunately every doctor prescribe the same thing. I literally stopped my methadone 7 days ago, my doctor called in Clonidine 2mg and I take xanax anyways. I have to say I personally have experienced no withdrawal at all, and am beyond grateful for clonidine and that this horrid narcotics game is over... hope this helps! Best of luck!""",10
3140,"""I am 16 years old and had unprotected sex with my boyfriend about a week ago. It was not planned and it just went too far too fast. I took the morning after pill about 2 hours after and experienced an upset stomach a few hours after taking it, resulting in vomiting. I freaked out thinking that the pill was not absorbed in my bloodstream but today I just got my period (thank God) I recommend this pill but not as a regular birth control!! Don&#039;t be like me and use a condom please!""",10
104178,"""Before Mononessa I tried 4 different birth controls (can&#039;t remember the names) but all of them gave me bleeding constantly, it was horrible.  Finally I tried Mononessa. It&#039;s helped so much, my periods are much lighter, no more acne, and I didn&#039;t experience any weight gain like the other reviews I have read.  Also it is a lot cheaper. This pill is the one I&#039;ve been needing.""",10
132785,"""I have been on Humira for 2 and a half years.  This stuff is a great medicine.  Yep it stings for a minute or two, but seriously, are you really going to complain about that with all the relief it brings?  Take the warning signs seriously and keep in touch with your doctor.  And be thankful there is something that brings us not only relief, but slow down the damage to our joints.""",10
57903,"""This pill is perfect! I&#039;ve been on it for about a year now, and I have to say it&#039;s done me well. I never had really bad PMS or cramping, but because of Portia, my periods are incredibly light and virtually cramp-free. My breasts got bigger, and I did gain a LOT of water weight and I was bloated for the first month or so, but once I adjusted it went back to normal, and I feel very healthy on this pill. No mood changes because it&#039;s a lower hormone dosage than most pills, and my period is very normal. Love Portia!""",10
81914,"""I was going through absolute hell. Dark days was effecting my Family life and work. The Man inside of me said keep going, but I couldn&#039;t.

I pulled into the Doctors office contemplating going up stairs to the office (anxiety). I felt weak asking for Male advise from my Male Doc?

I told the Doctor about my previous experiences on SSRI&#039;s and how they made my mood worse. He prescribed me 50mg of Zoloft and after 5-6 weeks, I was me again. It doesn&#039;t feel drug induced, it just kicks your bad thoughts completely. No ill side effects. But thats my story!""",10
118652,"""This cream works wonders. I had very red, acne especially in my T area on my face and after a few days of using it, I noticed great improvements! My skin became less dry, I did not get fresh pimples everyday and the redness was starting to disappear. I&#039;ve been using it for nearly 3 months now and my skin is actually smooth now, I no longer feel the bumpiness of having acne all over my face. However, when I first used it my skin dried SIGNIFICANTLY. My face felt incredibly tight, and I felt like I couldn&#039;t even move mouth because it was so uncomfortable! So I checked with my doctor and was told that it was normal, so don&#039;t fret if your skin starts to dry greatly upon first use. I definitely recommend this, my confidence has improved.""",10
76436,"""I have been taking Wellbutrin 300 mg XL for over 10 years after a major depression.  It was very effective at stabilizing my mood.   It also helps with my mental concentration and focus.  I tried the generic which didn&#039;t seem to work as well. I am under extreme stress with a challenging job and s difficult relationship (separated now) because of my partners alcohol abuse.  I was very fearful of another episode but so far have managed to remain stable.  I would be lost without it.""",10
149285,"""Very positive only 5 days into the 3 capsules per day I have not felt myself and since I stopped drinking 4 years ago after drinking for 20 years very heavily. Since then I have had a relapse around about every 4 months. Since taking this  I feel much more, less anxious and more positive about life and feel more switched on and welcoming with phone conversations and also in person. Did I save the best for last? Yes I have zero cravings !!! The feeling of this reminds me of my first drink but with no negative at the end of it. Highly recommended and as other reviews on here have said I&#039;m sure this drug has the potential to close down many rehab facilities.""",10
88568,"""Xanax is a miracle and cures my anxiety while I use it. I highly recommend it!""",10
8458,"""For anyone who is hesitant about trying an anti depressant like Prozac because maybe you have too much pride, or you&#039;re embarassed that you have to take a pill everyday to feel like yourself. I was suffering with anxiety and depression for about 5 years after a really traumatic car accident and refused to try anything. I&#039;m in my early 20s I thought I was too young. I only wished I would&#039;ve listened to my body and mind sooner. Prozac changed my life. I only take 20mg and it is incredible. I feel happy.. I feel calm. I feel like my old self. I haven&#039;t had any anxiety in months.. I&#039;m not moody. It&#039;s like that big dark cloud is finally gone, don&#039;t be afraid to try this anti depressant. Im a brand new Me, because of it. I feel invincible""",10
8633,"""No such side effects. Take 4 per day, every day.""",10
57488,"""Burns and itches for 30 minutes, this is the first night but everything feels fine now. Just give it some time!""",10
139263,"""I am a 37yr old mother of 3. Had my 1st IUD after my 3rd baby in 2003. I cannot express how much I appreciate not having a period anymore. In the past when I had periods I had massive amounts of cramping &amp; insanely grumpy. I&#039;m on my 2nd Mirena and close to time for my 3rd. No doubt painful when put in, but soooo worth it...IMO""",10
53189,"""I have used Ogen for over 30 years - following a hysterectomy at 38 years of age.  It is absolutely wonderful.  I have experienced no side effects.  I take the name brand, because generics don&#039;t work for me.  Following Hurricane Katrina, when my doctor&#039;s office was destroyed, and I didn&#039;t know where to contact her, I went without my Ogen for three months.  I then learned just how beneficial it was to my quality of life, healthwise.

I am distressed to learn from my pharmacist that Ogen is no longer being manufactured.  At least it isn&#039;t available in the Jackson, Mississippi area.  I&#039;m going to try the generic brand as a last resort.""",10
19325,"""Works better than Tylenol or Aspirin for pain and headache.  If I take 800mg within 30mins of the start of a headache, it&#039;ll almost always stops it.""",10
42497,"""Took the edge off.""",10
59264,"""I re-started Adepex today. Full dose. I had amazing results 2 years ago. Went off it, but gained 40 lbs back. Unlike some user reviews, I can tell you the weight gain was NOT a result of quitting Adipex. It was poor choices in diet and lack of exercise. I got lazy. But NOT because I quit taking Adipex.

I started today because I need help. It is a potent drug. And it will make you not want to eat. EAT ANYWAY. When you don&#039;t, you WILL experience mood swings and hostility. The purpose of this drug is to HELP you make better food choices and to get into a good exercise routine. Drink LOTS of water and EAT every three hours. Do some research BEFORE taking this drug. It can be EXTREMELY beneficial if you use it the right way.

Good luck all.""",10
97999,"""I have had trigeminal neuralgia for 8 years.I have been taking carbamazepine on and off for this time.This medicine has been very good for me,as it takes 99% of the pain away,with 800 mg per day.My side effect is tiredness,but I guess that is the price I have to pay for no pain.My TN used to stop after the season changes,but now it hasn&#039;t stopped,so it&#039;s carbamazepine everyday.""",10
21878,"""I was getting a lot of pimples due to being sick, so my doctor gave me a 2 small samples of Epiduo. I used the product twice a day for less than a week, which lead to my skin peeling, being dry and irritated. I stopped and used moisturizer instead which helped out a lot. In the end I continued using that small amount of Epiduo once a day and daily moisturizing helped my acne go away really fast. I&#039;ve been using this for less than 2 months now and overall, the product is great BUT, you have to apply the gel according to instructions. A small amount goes a long way!""",10
91549,"""So far so good. Just like all the other medications, you have to monitor your symptoms.  It took about 4-5 months for full effect. Haven&#039;t had to use prednisone since then going on 2+ years now.""",10
143404,"""I am 31 and struggled with acne in my teen years and got a few glorious years in my 20&#039;s of Ok skin, occasional acne but nothing serious. As soon as I turned 30 boom! I went back and forth with birth control to help control hormones, sometimes it helped and sometimes it didn&#039;t. So I finally stayed off of the birth control and my skin went crazy. It got to the point where I was embarrassed to go out on the weekends. I know its superficial but who wants to be the &quot;pretty girl&quot; with bad skin. Literally within a weekof starting this the huge cysts that took over my chin were shrunken down. I am now on week two and have only very light acne remaining. I have combo skin and it has helped control oil. But use a very good moisturizer peeling will occur but worth it""",10
114673,"""I was on Levora for 18 months and LOVED it. I had no side effects whatsoever. It helped with my cramps, my skin didn&#039;t change, my weight didn&#039;t alter.""",10
73005,"""I have been treated with CNS stimulants (methylphenidates and amphetamines) and Adderall has unequivocally been the most beneficial medication for ADHD. I have been on this medicine, 30 mg twice daily, for about 4 years and all of the major symptoms of ADHD are under control which in turn has allowed me to take back control of my life.  

I would like to add that, for me, it has had a profound positive effect on comorbid Major Depressive Disorder, recurrent (moderate-severe). Tried virtually every antidepressant and various combinations/augmentations since age 22 (except for MAOIs) with little improvement. Now taking Pristiq 50 mg in the morning and a low-dose of mirtazapine (generic for Remeron) at bedtime. No relapse/recurrence in over a year!""",10
138561,"""It really works wonders. I&#039;ve been on it for almost a week and I&#039;m just so calm and chilled. My anxiety started getting really, really bad. To the point where I&#039;d cry over nothing almost. I&#039;d sit and stress over the most trivial matters, but in my mind they were huge and irreparable. I&#039;d stopped eating, it freak out on my own etc. Being social became a huge issue and rationalizing that everything would be okay didn&#039;t work anymore. Eventually I bit the bullet and saw a Dr and since then this medicine has really been an absolute blessing.""",10
109333,"""Been smoking for 23 yrs, I loved my cigs &amp; never really wanted to quit till now as I have heart complications. I have been on this med for 1 solid week two a day. I woke up this morning tried to have a cig but my mouth tasted nasty made me feel as if I didn&#039;t want to smoke. So I bought gum instead =) I am hoping after the weekend I will totally be done!""",10
103650,"""I have been taking Seroquel for a number of years. I have been prescribed numerous other antipsychotics which have had worse side effects than the condition. Love the Seroquel, good nights sleep is the best side effect. Used to get the munchies for chocolate and sweet things. Eat a whole block of chocolate or packet of biscuits. Only take it at night because morning dose makes me a zombie. I don&#039;t know if it is addictive but if I miss a dose it makes me all zoned out and crook. I think I will be taking this for the rest of my life but it makes my head clear and stops the hallucinations. I&#039;ve had some bad life experiences lately and this has stopped me from falling and dealing with what has happened.""",10
154427,"""I have bipolar 2 disorder and of course clonazepam remedies my anxious manic states with speed and grace.""",10
150133,"""Over the past 8 years I have tried almost every method of birth control. It started after having my baby boy in 09&#039;. I selected to have the Mirena put in after realizing that the pills would be to constant for me. Within 6 months it had implanted into my wall and I had to have surgery to have it removed. (Painful process) over the next 6 years I had gone from using the pill to the shot and having three more children. I recently decided to asked my Doc about getting my tubes tied and he had suggested the Mirena for the second time. I was very apprehensive after he had mentioned it so of course I brought up my issue. I elected to have to it inserted and am now happier than ever. No issues so far and we&#039;re past the 6 month mark!""",10
48455,"""I am a 22 year old  mom of 2. I have an almost 2 year old and 2 month old so I never got the chance to lose my baby weight with my first before I got pregnant with my second. I started phentermine on September 3rd at 193 lbs. Today is September 16th (1 week 6 days after starting) and I am at 176! 17 pounds gone in just 13 days! 
No major side effects. I was dizzy the first day about an hour after taking it. Since then, no dizziness. Didn&#039;t cause headaches, insomnia, appetite suppression, or mood swings like people have said. The only thing that did happen was I get EXTREME dry mouth. And then I lick my lips to help so now I have chapped lips too lol. Drinking water really helps!""",10
91055,"""This works wonders for my insomia! Initially, Ambien was prescribed to me but it gave me the worst headache. With Restoril, I get at least 6 hours of sleep.""",10
6622,"""I started taking Prilosec over 6 years ago. It was very effective at helping with the acid and GERD symptoms, however my Doctor prescribed two tablets a day (Over recommended dosage-due to seriousness of Gerd). I seem to be fine until I started getting horrible spasms in my sides and intestines. I broke my ankle in March and the spasms were bad and the spasms worsened. I had my calcium checked and I was dangerously low. We backed down to 1 Prilosec and the spasms disappeared. So watch your calcium with higher doses.""",10
42927,"""Tri-Sprintec has worked so well for me. I have been on it for two years now. It has gotten rid of my horrific cramps, cleared up my skin, shortened my period from 7 to now 4 days, gave me larger breasts, and I have even lost weight without changing my diet or exercise. The first pack I had lots of headaches but they went away after the second pack. I recommend this to anyone.""",10
75969,"""I usually have bad migraines that knock me out for a day or two every week. Today I had the aura, the nausea and all my senses started feeling fuzzy like they do when it&#039;s coming on. This time, the troubles went away in an hour and I was left with a minimal headache. This is on Lyrica 2x75mg daily, that I actually take for Social Anxiety Disorder/Generalized Anxiety Disorder.""",10
38051,"""I am 20 years old and I have always had problems with weight loss since I was in middle school. I went to the doctor and was prescribed Adipex. I have been on a low carb diet and I have been on Adipex for 9 days now and have lost 6 pounds so far. I am very happy with the results right now and I&#039;m hoping to keep at it and try to reach my goal weight! I am 5&#039;4 and before I started the diet I weighed in at 192lbs and so far I am down to 186lbs. My goal weight is 145 to 150lbs!""",10
118124,"""Great medicine. No side effects. The price is high but if it works I will take it.""",10
32984,"""I have tried many medications over the years, mostly antidepressants but a few others like lamotrigine &amp; Seroquel. I must say that nothing has been more effective than Latuda. I was on Wellbutrin for a couple years, was ok. This does make me drowsy so I take it at night. I do have to take with food or will make me really nauseous. Truly a miracle drug as I was not doing well.""",10
127418,"""I am in my second full month of taking this pill and it&#039;s the best I&#039;ve ever been on. My period is so much shorter and lighter...before this pill it was nightmarishly heavy. I haven&#039;t experience any side effects. I feel less bloated and moody than any other pill I&#039;ve ever tried. I actually just feel normal, like I&#039;m not on any pill at all. I&#039;ve tried 4-5 other BC pills and all gave me side effects like melasma, spotting, bloating, or yeast infections, but I have none of that now. I couldn&#039;t be more pleased.""",10
77692,"""Lorazepam has always been a miracle drug for me. I have chronic morning motion sickness, I get severe nausea and start to vomit. It gets SO BAD and PAINFUL some times, I end up in the ER. The last 3 times I&#039;ve been there, they gave me an injection of 4mg Lorazepam, and it worked GREAT! Now I have a Rx for Lorazepam 2mg 3x daily and Promethazine 25mg 3x daily. My motion sickness disappeares when I use Lorazepam. Best medication I&#039;ve ever taken. 10/10!""",10
143062,"""I have tried many different options for weight loss including weight loss surgery. Nothing has worked so far. I started taking Contrave 6 weeks ago and have lost 12 pounds so far. I am so pleased. The only side effect I seem to have so far is some sleepiness. As long as I am up and moving this does not bother me. What it seems to do is stop the cravings and give me the will power to keep me from eating. I stop when I am full and have no desire to snack at night. I am not really doing much for exercise at this point as I have such back problems because of my weight that anything I do is painful for me. I am hoping once I have gone down in weight a little exercise will be easier.""",10
78518,"""I had a stent put it for an obstructed kidney stone and developed a UTI was completely miserable went to my local ED and was given Rocephin I felt better by the time I was discharged. Never had an antibiotic work that fast.""",10
48755,"""My daughter (6 years old) has been on Focalin for 30 days now, to control her ADHD.  This is our wonder drug. Gives her the control she needs, without making her have ups and downs.  She hasn&#039;t experienced any problems with sleep, and we can see the medicine leave her after about 6 hours.""",10
111668,"""I had terrible acne this summer. But now I take Monodox twice a day as soon as I wake up then I take the second pill after I workout in the evening. It has never made me nauseous as it has others. And I get nauseous from vitamins. So I&#039;m shocked that Monodox doesn&#039;t make me sick. The only side effect I experience is more frequent trips to the bathroom. My skin is currently pimple free...now to just conquer the acne scars!""",10
107574,"""I always been tired a lot (chronic fatigue), but symptoms worsen after my son had a near death auto accident, he was only 4. I took antidepressants for 8 years. It worsened my Chronic Fatigue. I was a mess, everything was falling apart around me. I did research on Adderall and talked to my Doctor. I take 40mg a day, I can&#039;t explain how much better I feel. I have control of my life again. I have energy to care for my family for the first time in years. Side effect is irritable at night, insomnia but the longer you are on it and the earliest you take it doesn&#039;t cause too much problems sleeping.""",10
18605,"""OK so I&#039;m going to start this off by saying like everybody else I promised  to write a review if this were edited so here I am writing well both of our experiences. I&#039;m a guy  I&#039;m writing the experience I had with my girlfriend on  December 20 me and my girlfriend had sex with a condom that came  off and I finished inside of her we both started freaking out so immediately I went to go get the Plan B bill  my girlfriend took it  and she experienced lower abdominal pain nothing else she will schedule to get her period on the 5 or 6 of  January  For 15 days  we were both freaking out if the  pill is going to work or not and thank God it did she get her period  A day earlier  we were both so happy and here I am writing the review today on January 4""",10
67138,"""Had the 5 year Mirena put in two weeks ago. The procedure took 10 minutes at max and was as simple as a pap smear. In totality, I probably experienced 10 seconds of pain from start to finish. I took 800mg of Ibuprofen an hour prior to the procedure and did not experience cramping of any sort afterwards. I think the ibuprofen made a difference because my doctor said that patients usually experience discomfort. I have a retroverted uterus and it didn&#039;t make the procedure any more difficult than it was. Haven&#039;t experience any side effects besides some minor spotting. Would definitely recommend.""",10
151729,"""I&#039;ve been on 5 different birth controls before this one, all the others gave me horrible symptoms (no sex drive, nipple sensitivity, severe lower back pain) and this one is totally perfect! after quitting birth control after a few years, I noticed facial hair growing on my neck and thats when I got officially diagnosed with PCOS, (although I had been missing periods since I first ever got a period, I didn&#039;t know until now)

I have no weight gain, periods are light and not painful at all, moods are regular, NO WEIGHT GAIN weight LOSS actually. everything is great!""",10
12323,"""Clean-out went much better than expected. Taste was better than I feared. If you like to drink water, like I do, it was no big deal. I swallowed 80 oz in half an hour.""",10
134566,"""Wow. I have tried other over the counter meds and prescription narcotic cough meds before. Nothing worked as well as this. I was sick for weeks until I got my hands on Zutripro. It let me breath, let me sleep, it was like my whole body just breathed a sigh of relief when I took my doses. Really good and it tastes great!""",10
160319,"""It didn&#039;t give me any issues and I have been switching pills for over 8 months because I would breakthrough bleed. I never had any side effects from this at all.""",10
66395,"""Started this morning at 10am. Mixed COLD Suprep with COLD apple juice. Found a FAT straw, even bigger than a malt/shake straw and sucked it down. Took about 45 minutes to start working for me. Probably because I use Amitiza almost daily and especially the night before. The taste isn&#039;t awful, but it&#039;s not good. I think the apple juice helped. To me it seemed very sweet. It&#039;s now 9:30pm, no intake after midnight and my colonoscopy isn&#039;t until 11am tomorrow. Seriously, get a big straw, mix it with juice. Drink it COLD and quick. Chase it with your beverage of choice/whatever is allowed. Good Luck!""",10
48425,"""changed my life - I now stay asleep 7-8 hours and zero side effects""",10
3000,"""I have been taking the generic Tenormin (atenenol) for probably 32 years now.  25 mg.  I take it at night.  Never had a problem, EXCEPT when I could not see my doctor and had to see someone else in the practice.  He thought I should get off the drug; said there were new better things.  He took me off it and I was going on vacation the next day or so.  Worse vacation ever.  I thought I was dying.  My heart was pounding.  I thought I would die up in the mountains.  Got back on Atenol when I got back home.  Everything was normal.  If I accidently miss a day or so, I can tell the difference.  I don&#039;t know about all the side effects other people have had, but it works great for me.""",10
19016,"""I love my Nuva ring.  I was on it a couple of years ago but had to stop because my insurance wasn&#039;t covering it 100%.  I got a mirena IUD instead.  After a year of being miserable with the IUD, I had it removed and went back to Nuva ring which my insurance is now covering again.
I haven&#039;t had any side effects that are different from regular birth control pills.  I actually have less problems because I would immediately start my period if I was even a couple of hours late taking my pill.
It is very convenient and I don&#039;t have problems with it falling out.  My partner says he can occasionally feel it during sex but that it isn&#039;t uncomfortable. 
There are risks with the NR just like with any form of birth control or with pregnancy.""",10
100656,"""I have used Ortho Evra for 4+ years while being in a relationship. I have had regular periods each month, all beginning on the same day each month while on the patch. My periods only lasted 3-4 days. I love the patch and have never had a pregnancy scare while on it. The only downside if any was when putting the patch back on after having it off for a week. That sometimes caused a sense of nausea, but I would highly recommend it.""",10
97828,"""I am a 22 year old female who was in a car accident over a year ago, and 6 months ago started having tension headaches, migraines, and overall muscular pain. I had to quit my job and have barely been able to keep up with school. I took Lyrica for the first time last night. It caused some upset stomach and a weird buzz, but this morning I woke up feeling like a different person. I am still sore from my muscles being weak and tight all the time, but today is the first day I could feel that I was still sick from a headcold. The pain and discomfort had drowned out any other discomfort. I am hopeful for the first time in months.""",10
151600,"""I was a smoker for 41 years. Over the years more and more until it became a 3 pack a day habit. I started taking Chantix and after 3 weeks I was smoke free. Smoke free now for 13 days! After taking it for 3 weeks I was still smoking around 15 to 18 cigarettes per day. So I was really scared that it was not going to work for me. On the 22nd day I decided to not smoke for as long as I could that day and I ended up not smoking the whole day. So that was my start to quitting. Each day after that I just did not smoke. It really did not bother me! The first 2 or 3 days that I started taking Chantix I was really sleepy but after 3 days that went away. I take it with food and water and so far have had no side affects.""",10
77367,"""Good relief without being too wiped out""",10
94933,"""I&#039;m about to start my third round of Euflexxa. I tried Synvisc-1 twice with great results but only lasting 4-6 months. My first round of Euflexxa lasted almost 15 months, and I was pain free most of that time. The second round was almost 18 months! No significant side effects, a little swelling and pain after shots, but not for long. I am very physically active; I teach or take Pilates 6 times a week, take yoga 3 times a week, and do deep water aerobics 3 times a week, in addition to walking my dogs twice a day. This medicine is a God send. I am hoping to avoid TKR for as long as possible and stay happily active as well.""",10
20581,"""Taken at the beginning of symptoms it stops the headache within 30 minutes.""",10
132684,"""Made me sleep great.""",10
49818,"""This medicine is a life-saver. Before I began taking Xanax the suffering I endured was indescribable. I panicked when I rode on trains or buses. I almost went out of my mind if a train stopped or slowed down between stations and I could not get off. I felt trapped. 

  During a job interview I suffered such a severe panic attack that I wanted to flee into the street. My doctor prescribed Xanax and I was able to start and continue to work. Otherwise, I would have committed suicide. Fortunately, I get a generous supply each month, which I use up.

I&#039;ve heard horror stories from people whose doctors will not prescribe benzodiazepines at all. Also, some states place unnecessary  red tape on Xanax prescriptions.""",10
60244,"""I&#039;ve been taking Benicar HTC for a little over a year. I eat a lot more salads and reduced my sugar intake to lose weight. After losing 15 lbs my doctor lowered my dose from 40/12.5 to 20/12.5. I wish this drug was not so expensive.""",10
36004,"""Just wow. I frequently suffer from migraines and excedrin usually does the trick. Every so often I&#039;ll get these headaches that last for days and excedrin won&#039;t work. My doctor prescribed me Treximet and what a difference. I like this drug because if you don&#039;t take it at the beginning of a migraine it STILL works. I had a migraine for 24 hours+ and took one this morning. Within 30 min it was fading and in an hour it was gone. The first time I took Treximet I did have the neck stiffness and fatigue, but the second time no side effects except a dry mouth and heavy feeling in legs that passed quickly. So worth not having to deal with a headache that can really ruin your whole day and just make you want to lie in a cool dark room. Love Treximet.""",10
87025,"""I started taking this medication 9 months ago for depression and anxiety.  Before this I would cry for hours a day, couldn&#039;t focus to study or write papers (I am a senior nursing student), and was becoming suicidal.  
The first few weeks of the medication was terrible, because I was waiting for it to kick in and I had some side effects.  I felt nauseous and I couldn&#039;t stop moving.  I&#039;d shake my leg if I was sitting down and pace the hall for hours at night.  However, once I got past the first few weeks, things got much better.  I started noticing a change in my mood in about 6 weeks, which is a long time to wait, but it was worth it. I feel like myself again.""",10
153534,"""This was the key to me losing 50 lbs in less than 6 months.  I have kept the weight off for 2 1/2 years.  I highly recommend talking to your physician about Adipex.""",10
146714,"""I had been taking Arthrotec 75mg 2 X&#039;s per day for several years and it worked great!  No more severe pain in my lower back but HUMANA decided I didn&#039;t need it any longer, just because there was no generic for it.  Now I live in severe pain daily.  Other medicines either do not work or they hurt my stomach so bad I can&#039;t take them.  I miss my Arthrotec.
""",10
116893,"""I used to have about 3 MS flare ups and year, and had to be on steroids all the time, while taking other MS shots, that made me very sick. I have not had a single flare up, or taken any steroids or any other meds since starting Tysabri almost 5 years ago. Also no side effects at all. I even teach zumba classes now. Sometimes only hours after my infusion. It has truly changed my life.""",10
23032,"""My saving grace as I have lost 52 pounds. It works and now I can be free to exercise and regain my health. If you really are interested in getting good health, great sex and new sexy clothes. BELVIQ is your answer.""",10
132157,"""I have been a smoker for 45 years.  I have quit 4-5 times in my life, never lasting more than one year and often sneaking one or two or more during the time I was quit (though a real quit is NOT ONE PUFF EVER).   
This time, I cut down my smoking for one week on Chantix from one pack a day to up to 5 cigarettes a day... I would try different things during this time....like driving around in car without any cigarettes in it, not smoking after a meal....etc.  It helped me recognize my TRIGGERS which were just about everything. At one week on Chantix I quit.  I have only been taking it for 3 weeks, but, I can only call it my miracle drug.....as I remain smoke free and the withdrawals LESS than any prior quit.""",10
50690,"""I was diagnosed with Ankylosing spondilitis 8 months ago at the age of 49 although I had back pain and sacroiliac joint pain for many years which seemed to be getting worse and worse. 
I started getting inflammation in my eyes about 10 years ago. (uveitis) On my orthamogist&#039;s advice, I saw a reumatologist and even though white lines appeared on my SI joints on MRI scans she was unhelpful. 
I got worse and kept self medicating. After more bouts of uveitis I went to see the reumatologist again who tested me for the HLA gene. When it came back negative, she dismissed me again until 3 years later I could no longer walk even though I had been swimming and doing Pilates. 
Humira has given me my life back after 4 months. My mobility is back.""",10
68969,"""I found Celexa very good as an anti-depressant, but finally had to discontinue it because it caused excessive drowsiness.""",10
92884,"""Have been taking 2 per day, 50 mg tablets for about 3 years. Irregular heart beat and high pulse rate with even brief exertion have been essentially eliminated.   My life is much more comfortable and much less worrisome.  I do believe my vision has become somewhat more blurry, but the + outweighs the -.""",10
126139,"""Mirena has been great for me. Yes, it did hurt really bad when it was inserted, but it was only a 2 minute procedure...not that bad. I did experience cramping on and off for the rest of the day, but nothing worse than normal period cramping.  I also spotted for the first week, but I just wore a pantyliner and I was fine. It&#039;s an awesome little device.""",10
72787,"""I have been dealing with a bout of clinical depression since roughly November 2012.  It followed a surgery gone wrong, which messed me up physically &amp; mentally.  I ended up admitting myself to a psych hospital where spent 9 days.  They upped my Zoloft from 50 mg to 100 mg and did nothing else.  I left there feeling just as bad as when I was admitted.  Upon seeing me following my hospitalization, my psychiatrist recommended Abilify 2 mg as an add-on.  He indicated that he&#039;d been very impressed with the quick response a number of his extremely depressed patients had adding on Abilify.  I started taking 2 mg two weeks ago.  I cannot believe how good I feel after about 7 months of Major Depression.  Must try if you take an SSRI!""",10
69038,"""Every year around mountain cider time, one of my eye&#039;s starts to water, tears are running down my face and it&#039;s really imbarassing at times. But Advil put a stop to that. Its truely God sent.""",10
77251,"""I have been using the Nuvaring for 8 years now and I will never ever switch to anything else.  To start, I don&#039;t do birth control pills very well because I forget to take them.  Lucky me, I really don&#039;t have to remember much with the ring.  All I have to do is circle the date in my calendar for the days I need to take the ring out and put it back in.  I didn&#039;t feel like having a period in June (gotta love this part!) so I just kept my ring in during my &quot;period week&quot; and changed the ring normally after that week.  I have had absolutely NO side effects.  I have little cramping and I know the EXACT dates I will flow.  Now, I do have mood swings, but that is normal for women, regardless what birth control methods you use.  I HIGHLY recommend it!""",10
135873,"""I promised myself I would write a review about this as all these reviews sometimes don&#039;t have the ending result which scared me even more the more I read. I took the pills within 6 hours (the condom broke) on March 7. Don&#039;t take this til you&#039;re at home as it made me feel nauseous and dizzy for about 24 hours. Take it and go to bed if you can. 4 days later on the 11th of march  I had a heavier spotting for 6 days! And then finally on the 23rd I got my period which was 4 days early in my cycle but it works! Don&#039;t stress too much about it if you take it soon enough!""",10
95299,"""I was given Zofran during a operation on my shoulder. In the past I came out of surgery very sick and nauseated; not this time. It was a welcome change.""",10
153198,"""This is my first colonoscopy so I have nothing to compare it to. I mixed first bottle with Gatorade. Pretty sweet-not the best tasting. Harder to get down the more you drink. Chill bottles and use a straw. Started working in about an hour or so. I&#039;m up at 4:30 am for my second dose. I mixed with Gatorade and water this time. A bit better but not much. I am chasing with water to get the taste out of my mouth.""",10
48243,"""I have spondalopathy and My Enbrel was not as effective anymore and not long after taking my first dose of methotrexate in conjunction with the Enbrel the pain in my lower back was gone.""",10
